b'"actual_costs_to_report_date","adopted_budget","amended_budget","available_balance","category","date","date_created","department","project_description","project_id","project_year","spent","subcategory","tax_supported_utilities"
"1792.28","1000000","1000000","998207.72","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Traffic Engineer Improve     P","1831000117","2017","0.18","Traffic Engineering Improvements","Tax Supported (including Transit)"
"5349.34","350000","350000","344650.66","Library Shelving & Furniture  Replacement","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Community Services (including Community Incentive Grants)","Library Tech Upgrade/Replace","6210000316","2016","1.53",,"Tax Supported (including Transit)"
"28840","3900000","3900000","3871160","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Salter-Inkster/Cathedral","1804100317","2017","0.74","Streets Renewals","Tax Supported (including Transit)"
"0","342000","342000","342000","Outdoor Aquatic Facilities","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Municipal Accommodations","Outdoor Aquatic Facilities","6393000117","2017","0",,"Tax Supported (including Transit)"
"956573.65","1600000","1594800","638226.35","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Inkster-Keewatin/Sheppard","1804101816","2016","59.98","Streets Renewals","Tax Supported (including Transit)"
"435622.54","0","500000","64377.46","Parks and Open Space","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Provencher Park","1857002714","2014","87.12","Community Park Amenities","Tax Supported (including Transit)"
"118418.38","170000","170000","51581.62","Local Improvements - Ongoing Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Local Improvements","StanmillisAve-Asph Conc Ln Pav","1420213715","2015","69.66",,"Tax Supported (including Transit)"
"0","40000","40000","40000","Local Improvements - Ongoing Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Local Improvements","Perfanick Dr-BLVD-17.5ft South","1420230214","2014","0",,"Tax Supported (including Transit)"
"103615.14","800000","800000","696384.86","Water System Security Upgrades","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Waterworks Utility","Water System Security Upgrades","2001001515","2015","12.95",,"Utilities"
"78628.13","18500000","18500000","18421371.87","Watermain Renewals","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Waterworks Utility","2017 Water Main Renewal Pro P","2013100117","2017","0.43",,"Utilities"
"4781291.26","4397082","5092791.48","311500.22","Local Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","LSR 16-R-06 AECOM","1806101416","2016","93.88","Street Renewals","Tax Supported (including Transit)"
"13107.8","425000","425000","411892.2","Accessibility","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Municipal Accommodations","City-Wide Accessibility Prog","6390005016","2016","3.08",,"Tax Supported (including Transit)"
"84427.5","84570","84570","142.5","Local Improvements - Ongoing Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Local Improvements","Pinedale-Asph Conc Ln Pav 16x5","1420210815","2015","99.83",,"Tax Supported (including Transit)"
"145130.52","0","271428","126297.48","Recreation and Leisure Facilities","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Municipal Accommodations","North Kildonan Ward       P","6399130113","2013","53.47",,"Tax Supported (including Transit)"
"0","0","5000","5000","Other Street Projects","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","SMIR-Cost Share & Funding Comm","1816010216","2016","0","Asset Management","Tax Supported (including Transit)"
"13532933.22","16100000","16100000","2567066.78","Wastewater Sewer Renewals","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Sewage Disposal Utility","2015 Sewer Renewals          P","2039100115","2015","84.06",,"Utilities"
"2552332.21","3728000","3728000","1175667.79","Public Safety Radio System","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Winnipeg Police Service/Fire Paramedic Service","Replacement Radio System","2101000016","2016","68.46",,"Tax Supported (including Transit)"
"27022.05","5000","405000","377977.95","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","North Winnipeg Parkway","1832001009","2009","6.67","Active Transportation Facilities","Tax Supported (including Transit)"
"9437.06","0","1200000","1190562.94","Downtown Enhancement Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Planning, Property and Development","Cult Distr Streetscap Phase 2","6351400416","2016","0.79",,"Tax Supported (including Transit)"
"0","12000","12000","12000","Local Improvements - Ongoing Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Local Improvements","Point Hebert-BLVD-Trees Messag","1420230714","2014","0",,"Tax Supported (including Transit)"
"1915324.35","9000000","9000000","7084675.65","Various","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Waterworks Utility","SL Aqued/Falcon Rvr Brid   MRP","2001002700","2013","21.28",,"Utilities"
"32910.71","153000","153000","120089.29","Rec Facility Safety & Accessibility Improvements","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Community Services (including Community Incentive Grants)","Rec Facility Safety & Access","6250000116","2016","21.51",,"Tax Supported (including Transit)"
"0","4803720","4803720","4803720","Local Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","LSR 17-R-03 AECOM","1806100917","2017","0","Street Renewals","Tax Supported (including Transit)"
"281950.45","1500000","494375","212424.55","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Sidewk /Curb Renew-Dntn Reg St","1804200215","2015","57.03","Sidewalk and Curb Repair","Tax Supported (including Transit)"
"0","200000","200000","200000","Brady Landfill","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Solid Waste Disposal Utility","Closed Landfill Site Improvmen","2060000316","2016","0",,"Utilities"
"947.38","500000","500000","499052.62","Auto Fingerprint Identification  System","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Winnipeg Police Service","Electronic Ticketing","2204500015","2015","0.19",,"Tax Supported (including Transit)"
"264386.3","0","271429","7042.7","Recreation and Leisure Facilities","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Municipal Accommodations","Ft Rouge - E. Ft Garry Ward  P","6399040113","2013","97.41",,"Tax Supported (including Transit)"
"4336.4","700000","700000","695663.6","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Lag-Dugald/Regent","1804101717","2017","0.62","Streets Renewals","Tax Supported (including Transit)"
"556512.82","471000","621000","64487.18","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Main-Smithfield/Inkster","1804101014","2014","89.62","Streets Renewals","Tax Supported (including Transit)"
"95751.99","2500000","2976400","2880648.01","Library Shelving & Furniture  Replacement","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Community Services (including Community Incentive Grants)","Library Fac Redev-Cornish    M","6210634114","2014","3.22",,"Tax Supported (including Transit)"
"388140.89","150000","400000","11859.11","Building Communities II - Phase 2","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Planning, Property and Development","Bldg Com-Daniel McIntrye WrdPM","6351940013","2013","97.04",,"Tax Supported (including Transit)"
"0","3700","3700","3700","Local Improvements - Ongoing Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Local Improvements","Point Hebert-BLVD-Trees St. Jo","1420230814","2014","0",,"Tax Supported (including Transit)"
"34727.13","2000000","2000000","1965272.87","Water Pollution Control Centre Reliability Upgrades","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Sewage Disposal Utility","Asset Refurbish/Replace","2030000516","2016","1.74",,"Utilities"
"77678206.55","324682247.51","324682247.51","247004040.96","Wastewater Sewage Treatment Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Sewage Disposal Utility","SEWPCC Nutrient Removal      P","203210002B","2012","23.92",,"Utilities"
"2329711.88","2550000","2550000","220288.12","NEWPCC","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Sewage Disposal Utility","NEWPCC - Holding Tanks Coating","2031002011","2011","91.36",,"Utilities"
"38934.84","75000","75000","36065.16","Local Improvements - Ongoing Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Local Improvements","Pointe Hebert -BLVD-25ft St.Jo","1420200214","2014","51.91",,"Tax Supported (including Transit)"
"0","275000","275000","275000","Developer Pay Back","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Planning, Property and Development","Developer Payback","6351000216","2016","0",,"Tax Supported (including Transit)"
"2825285.69","3000000","2991500","166214.31","Local Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Waterway Crossing & Grade Sep","1805000115","2015","94.44","Waterway Crossings and Grade Separations Various","Tax Supported (including Transit)"
"3450.5","2000000","2000000","1996549.5","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","McGillivray-Fennel/Waverley","1804100817","2017","0.17","Streets Renewals","Tax Supported (including Transit)"
"109182.94","149940","149940","40757.06","Local Improvements - Ongoing Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Local Improvements","HarrowbyAve-Asph Conc Ln Pav 1","1420213015","2015","72.82",,"Tax Supported (including Transit)"
"0","550000","550000","550000","Parks and Open Space","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Community&Nghbor Parks-Existi","1853000117","2017","0","Parks Improvements","Tax Supported (including Transit)"
"4923447.25","4624176","5069147","145699.75","Local Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","LSR 14-R-06 AECOM","1806100614","2014","97.13","Street Renewals","Tax Supported (including Transit)"
"651579.77","1000000","996750","345170.23","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","New Regional Sidewalks","1832000216","2016","65.37","Active Transportation Facilities","Tax Supported (including Transit)"
"390253.99","1000000","650000","259746.01","Wastewater Utility Asset Management Strategy","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Sewage Disposal Utility","Utility Assset Management","2040000913","2013","60.04",,"Utilities"
"1374909.16","3000000","3000000","1625090.84","Local Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Waterway Crossing & Grade Sep","1805000116","2016","45.83","Waterway Crossings and Grade Separations Various","Tax Supported (including Transit)"
"0","1000000","1000000","1000000","Other","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","City Clerks","Innovation Capital Fund","0400001717","2017","0",,"Tax Supported (including Transit)"
"88579.39","94000","94000","5420.61","Local Improvements - Ongoing Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Local Improvements","RueLaVerendrye-Asph Conc Ln Pa","1420212915","2015","94.23",,"Tax Supported (including Transit)"
"801646.86","0","1200000","398353.14","Other","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Planning, Property and Development","Park City West Community Centr","6351802015","2015","66.8",,"Tax Supported (including Transit)"
"4329355.26","3800000","4415650","86294.74","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Pemb SB-Baidmore/Kirkbridge","1804100215","2015","98.05","Streets Renewals","Tax Supported (including Transit)"
"995153.01","0","1021700","26546.99","Building Communities II - Phase 2","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Planning, Property and Development","Bldg Com-St. Norbert Ward   PM","6351980013","2013","97.4",,"Tax Supported (including Transit)"
"134982.2","1195000","1195000","1060017.8","Recreation Refurbishment & Redevelopment","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Community Services (including Community Incentive Grants)","St. James Civic Centre","6362500217","2017","11.3",,"Tax Supported (including Transit)"
"0","100000","100000","100000","Floodplain Mgmt","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Water & Waste - Land Drainage and Flood Control","Floodplain Mgmt","2070000413","2013","0",,"Tax Supported (including Transit)"
"31280","350000","350000","318720","Recreation Refurbishment & Redevelopment","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Community Services (including Community Incentive Grants)","Rec Facility New","6253000114","2014","8.94",,"Tax Supported (including Transit)"
"0","3000000","2582500","2582500","Local Improvements - Ongoing Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Local Improvements","2017 Local Improvements","1420000117","2017","0",,"Tax Supported (including Transit)"
"0","459000","459000","459000","Other Street Projects","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Work Mgmt/Asset Mgmt Syst Stud","1869000117","2017","0","Asset Management","Tax Supported (including Transit)"
"42002.37","8600000","8600000","8557997.63","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Ellice-Erin/Arlington","1804101017","2017","0.49","Streets Renewals","Tax Supported (including Transit)"
"0","1500000","1500000","1500000","Shoal Lake Aqueduct Maintenance","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Waterworks Utility","Aqueduct Con Assmt","2003000517","2017","0",,"Utilities"
"10645.5","102500","102500","91854.5","Local Improvements - Ongoing Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Local Improvements","KitsonSt-Asph Conc Ln Pav 16x5","1420213915","2015","10.39",,"Tax Supported (including Transit)"
"580673.48","700000","697725","117051.52","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Maryland-Ellice/Portage","1804100816","2016","83.22","Streets Renewals","Tax Supported (including Transit)"
"4479439.33","11700000","11661975","7182535.67","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Pembina-Grant/Osborne","1804101616","2016","38.41","Streets Renewals","Tax Supported (including Transit)"
"463001.8","525000","525000","61998.2","Arenas","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Municipal Accommodations","Arenas","6391000114","2014","88.19",,"Tax Supported (including Transit)"
"205620.09","250000","349187.5","143567.41","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Lag-Dugald/Marion","1804101016","2016","58.89","Streets Renewals","Tax Supported (including Transit)"
"0","100000","100000","100000","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Kenaston-Ness/Taylor","1803000617","2017","0","Street Improvements","Tax Supported (including Transit)"
"3521530.45","4295000","6025000","2503469.55","Civic Buildings Renovations","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Municipal Accommodations","City Hall - Building Refurb  M","6395030115","2015","58.45",,"Tax Supported (including Transit)"
"5746856.08","6403923","5996408.29","249552.21","Local Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","LSR 15-R-06 MMM","1806100715","2015","95.84","Street Renewals","Tax Supported (including Transit)"
"236042.98","300000","300000","63957.02","Energy Conservation","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Municipal Accommodations","Energy Conservation","6331000614","2014","78.68",,"Tax Supported (including Transit)"
"0","965000","965000","965000","Recreation Refurbishment & Redevelopment","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Community Services (including Community Incentive Grants)","Community Centre Reno Grant","6252000117","2017","0",,"Tax Supported (including Transit)"
"1674294.14","3003616","3703854.5","2029560.36","Local Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Lane Renewals-16-RL-01B WSP","1806300216","2016","45.2","Lane Renewals","Tax Supported (including Transit)"
"0","0","300000","300000","Various","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Waterworks Utility","552 & 598 Plinguet Fire Protec","2001002914","2014","0",,"Utilities"
"0","2430000","2430000","2430000","Outfall Gates Structures","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Water & Waste - Land Drainage and Flood Control","Outfall Gate Structures","2078500217","2017","0",,"Tax Supported (including Transit)"
"21243.38","100000","100000","78756.62","Library Shelving & Furniture  Replacement","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Community Services (including Community Incentive Grants)","Library Interior Infra Replace","6211000515","2015","21.24",,"Tax Supported (including Transit)"
"0","0","109000","109000","Local Improvements - Ongoing Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Local Improvements","Kirkdale St/Highfield St/Monck","1420214717","2017","0",,"Tax Supported (including Transit)"
"0","0","0","0","Computer Upgrades","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Winnipeg Police Service","Major Case Mgnt System Expansn","2202700016","2016","0",,"Tax Supported (including Transit)"
"2067057.36","3500000","4000000","1932942.64","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","CPR Yards Func Crossing Study","1833000213","2013","51.68","Active Transportation Facilities","Tax Supported (including Transit)"
"0","1800000","1800000","1800000","Land Acquisition","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Planning, Property and Development","Land Acquisition - Unspecified","6321100117","2017","0",,"Tax Supported (including Transit)"
"230815.09","735000","255000","24184.91","Various","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Fire Paramedic Service","911 Call Centre Resillience","2105000015","2015","90.52",,"Tax Supported (including Transit)"
"3199631.82","3200000","3200000","368.18","Pumping Stations","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Waterworks Utility","Pump Stn/Resevoir Upgrades","2005001214","2014","99.99",,"Utilities"
"78000","300000","78000","0","Arenas","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Municipal Accommodations","St. Vital Centennial Arena","6391010114","2014","100",,"Tax Supported (including Transit)"
"1329398.57","2000000","1993500","664101.43","Local Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","16-LI-01 Granular Imp","1806100116","2016","66.69","Street Renewals","Tax Supported (including Transit)"
"485470.34","2900000","2890575","2405104.66","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","St. James - Maroons / Ness","1804100515","2015","16.79","Streets Renewals","Tax Supported (including Transit)"
"203193.61","700000","700000","496806.39","Community Centres - Refurbishment and Improvements","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Municipal Accommodations","Community Centres- Refurbish","6390000116","2016","29.03",,"Tax Supported (including Transit)"
"0","182000","182000","182000","Brady Landfill","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Solid Waste Disposal Utility","Closed Landfill Site Improv RP","2060000600","2017","0",,"Utilities"
"2562713.96","5000000","5000000","2437286.04","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Developer Payback-Various Loc","1807000117","2017","51.25","Developer Paybacks","Tax Supported (including Transit)"
"0","1825000","1825000","1825000","Water Treatment - Other","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Waterworks Utility","Deacon Site Flood Protection","2002500517","2017","0",,"Utilities"
"0","150000","150000","150000","Corporate Records Centre","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","City Clerks","Corporate Records Centre","0400000917","2017","0",,"Tax Supported (including Transit)"
"0","0","134587.77","134587.77","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Regional and Local Streets Ren","1804000117","2017","0","Streets Renewals","Tax Supported (including Transit)"
"1708126.06","2400000","2392200","684073.94","Local Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Sidewalk Renewals Local Street","1806200116","2016","71.4","Sidewalks","Tax Supported (including Transit)"
"8045376.33","7275552","8448268.68","402892.35","Local Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","LSR 15-R-05 Morrison","1806100615","2015","95.23","Street Renewals","Tax Supported (including Transit)"
"231190.54","300000","374025","142834.46","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Henderson SB-Whellams/Springfi","1804101415","2015","61.81","Streets Renewals","Tax Supported (including Transit)"
"12409.52","1566000","1566000","1553590.48","Network Computing Initiatives","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Corporate Support Services","Enterprise Computing Initia RP","3402500017","2017","0.79",,"Tax Supported (including Transit)"
"7587.27","3000000","3000000","2992412.73","Local Improvements - Ongoing Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Local Improvements","2016 Local Improvements","1420000116","2016","0.25",,"Tax Supported (including Transit)"
"216685.34","2000000","2000000","1783314.66","Local Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Sask Ave Culvert (Sturgn Crk)M","1805002016","2016","10.83","Waterway Crossings and Grade Separations Various","Tax Supported (including Transit)"
"81699.46","150000","150000","68300.54","Rec Facility Safety & Accessibility Improvements","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Community Services (including Community Incentive Grants)","Rec Facility Safety & Access","6250000115","2015","54.47",,"Tax Supported (including Transit)"
"1188150.23","2981000","3121311.75","1933161.52","Local Streets","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","Public Works","Lane Renewals - 17-RL-01A WSP","1806300117","2017","38.07","Lane Renewals","Tax Supported (including Transit)"
"653669.34","700000","697500","43830.66","Other Street Projects","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","Public Works","Land Drainage Sewer-Reg/Loc St","1813000116","2016","93.72","Land Drainage Sewer","Tax Supported (including Transit)"
"794172.88","0","800000","5827.12","Downtown Enhancement Program","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","Planning, Property and Development","Elgin Streetscaping","6351400514","2014","99.27",,"Tax Supported (including Transit)"
"51887.98","800000","797400","745512.02","Regional Streets","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","Public Works","Broadway-Portage/Sherbrook","1804101617","2017","6.51","Streets Renewals","Tax Supported (including Transit)"
"61200.73","200000","200000","138799.27","Election Systems","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","City Clerks","Elections Systems","0400000517","2017","30.6",,"Tax Supported (including Transit)"
"3385324.23","7700000","7674975","4289650.77","Regional Streets","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","Public Works","Pembina-Killarney/De Vos","1804100417","2017","44.11","Streets Renewals","Tax Supported (including Transit)"
"3340338.84","3500000","4000000","659661.16","Regional Streets","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","Public Works","CPR Yards Func Crossing Study","1833000213","2013","83.51","Active Transportation Facilities","Tax Supported (including Transit)"
"0","625000","175000","175000","Fire/Life Safety Replacement/Asbestos Abatement","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","Municipal Accommodations","Fire/Life Safety/Regulatory","6331000417","2017","0",,"Tax Supported (including Transit)"
"0","700000","700000","700000","Major Building HVAC Upgrades","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","Municipal Accommodations","Millennium Library - HVAC    M","6395020115","2015","0",,"Tax Supported (including Transit)"
"753372.43","1000000","997170","243797.57","Regional Streets","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","Public Works","Bicycle Corridors","1832000415","2015","75.55","Active Transportation Facilities","Tax Supported (including Transit)"
"389563.02","500000","499840","110276.98","Regional Streets","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","Public Works","Active Transportation Corridor","1832000313","2013","77.94","Active Transportation Facilities","Tax Supported (including Transit)"
"404512.13","410000","410000","5487.87","Cemeteries - Improvements","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","Planning, Property and Development","Cemeteries - Improvements","6322100115","2015","98.66",,"Tax Supported (including Transit)"
"239660.86","500000","498375","258714.14","Regional Streets","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","Public Works","Sidewalk/Curb Renewals-Reg St","1804200117","2017","48.09","Streets Renewals","Tax Supported (including Transit)"
"97107.87","111500","111500","14392.13","Local Improvements - Ongoing Program","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","Local Improvements","Coniston-Asph Conc Ln Pav 16x5","1420212115","2015","87.09",,"Tax Supported (including Transit)"
"26330.66","0","232104.6","205773.94","Regional Streets","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","Public Works","Pembina NB-Ducharme/Cloutier","1804100218","2018","11.34","Streets Renewals","Tax Supported (including Transit)"
"793292.8","3300000","3300000","2506707.2","Parks and Open Space","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","Public Works","Parks & Rec Enhancement      P","1857000117","2017","24.04","Community Park Amenities","Tax Supported (including Transit)"
"1989214.78","2900000","2890575","901360.22","Regional Streets","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","Public Works","St. James - Maroons / Ness","1804100515","2015","68.82","Streets Renewals","Tax Supported (including Transit)"
"416733.62","550000","550000","133266.38","Parks and Open Space","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","Public Works","Community&Nghbor Parks-Existi","1853000117","2017","75.77","Parks Improvements","Tax Supported (including Transit)"
"34565","350000","350000","315435","Recreation Refurbishment & Redevelopment","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","Community Services (including Community Incentive Grants)","Rec Facility New","6253000114","2014","9.88",,"Tax Supported (including Transit)"
"2677525.584","4900000","2690000","12474.42","Wastewater Sewage Treatment Program","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","Sewage Disposal Utility","NEWPCC Surgewell Con. Asmnt","2031000903","2003","99.54",,"Utilities"
"260506.57","2581000","2581000","2320493.43","Local Streets","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","Public Works","Louise Bridge (Red River)","1805001414","2014","10.09","Waterway Crossings and Grade Separations Various","Tax Supported (including Transit)"
"319234.86","800000","797400","478165.14","Local Streets","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","Public Works","Sidewalk Renewals Local Street","1806200117","2017","40.03","Sidewalks","Tax Supported (including Transit)"
"545567.59","432000","582000","36432.41","Cemeteries - Improvements","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","Planning, Property and Development","Cemeteries - Improvements","6322100116","2016","93.74",,"Tax Supported (including Transit)"
"72187.96","250000","249062.5","176874.54","Regional Streets","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","Public Works","New Regional Sidewalks","1832000215","2015","28.98","Active Transportation Facilities","Tax Supported (including Transit)"
"2592687.12","2774000","2596525","3837.88","Community Incentive Grant Program","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","Community Services (including Community Incentive Grants)","Community Incentive Grant Prog","6251000110","2010","99.85",,"Tax Supported (including Transit)"
"40546.54","525000","525000","484453.46","Arenas","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","Municipal Accommodations","Arenas","6391000116","2016","7.72",,"Tax Supported (including Transit)"
"47295.91","200000","200000","152704.09","Computer Automation","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","Planning, Property and Development","Computer Automation","6361000416","2016","23.65",,"Tax Supported (including Transit)"
"0","0","5788000","5788000","Watermain Renewals","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","Waterworks Utility","Transcona Water Main Reliab","2013500217","2017","0",,"Utilities"
"1812291.1","2000000","1993500","181208.9","Local Streets","2017-10-31T00:00:00.000","2017-11-07T08:46:33.000","Public Works","16-LI-01 Granular Imp","1806100116","2016","90.91","Street Renewals","Tax Supported (including Transit)"
"19683.94","1300000","497262.95","477579.01","River Crossings Monitoring and Rehabilitation","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Sewage Disposal Utility","River Crossings Monitoring   P","2037500012","2012","3.96",,"Utilities"
"1033978.06","2200000","2200000","1166021.94","Local Streets","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Public Works","Fermor Ave Bridge (Seine R)  M","1805001916","2016","47","Waterway Crossings and Grade Separations Various","Tax Supported (including Transit)"
"293475.73","32456000","32456000","32162524.27","Transit Buses","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Transit","Transit Buses","4210000216","2016","0.9",,"Tax Supported (including Transit)"
"26395.21","2866000","2866000","2839604.79","Local Streets","2017-05-31T00:00:00.000","2017-06-12T09:17:18.000","Public Works","LSR 17-R-01 IN-HOUSE","1806100717","2017","0.92","Street Renewals","Tax Supported (including Transit)"
